Rank,Release Group,Worldwide,Domestic,%,Foreign,%
669,Starfish,"$15,849","$15,849",100%,-,-
670,Trinity Seven The Movie 2: Heavens Library & Crimson Lord,"$15,712","$15,712",100%,-,-
671,The Competition 2019 Re-release,"$15,622","$15,622",100%,-,-
672,Stuffed,"$15,532","$15,532",100%,-,-
673,Between the Lines,"$15,383","$15,383",100%,-,-
674,Funan,"$15,152","$15,152",100%,-,-
675,Wrinkles the Clown,"$14,938","$14,938",100%,-,-
676,ZZ Top: That Little Ol' Band from Texas,"$14,879","$14,879",100%,-,-
677,My Son 2019 Re-release,"$14,450","$14,450",100%,-,-
678,Combat Obscura,"$14,242","$14,242",100%,-,-
679,Screwball,"$13,967","$13,967",100%,-,-
680,Genesis,"$13,856","$6,784",49%,"$7,072",51%
681,This One's for the Ladies,"$13,688","$13,688",100%,-,-
682,Rapid Response,"$13,294","$13,294",100%,-,-
683,Duet for Cannibals 2019 re-release,"$12,962","$12,962",100%,-,-
684,Off Season,"$12,544","$12,544",100%,-,-
685,Bricked,"$12,201","$12,201",100%,-,-
686,Zen for Nothing,"$12,107","$12,107",100%,-,-
687,Imprisoned,"$12,050","$12,050",100%,-,-
688,Quartet,"$12,042","$12,042",100%,-,-
689,"Cassandro, The Exotico!","$11,897","$11,897",100%,-,-
690,Hollywould,"$11,888","$11,888",100%,-,-
691,In Like Flynn,"$11,255","$11,255",100%,-,-
692,Made Me Do It,"$11,151","$11,151",100%,-,-
693,Suburban Birds,"$10,997","$10,997",100%,-,-
694,16 Bars,"$10,985","$10,985",100%,-,-
695,If the Dancer Dances,"$10,912","$10,912",100%,-,-
696,Vision Portraits,"$10,771","$10,771",100%,-,-
697,Intuitions,"$10,606","$10,606",100%,-,-
698,When Lambs Become Lions,"$10,197","$9,337",91.6%,$860,8.4%
699,Olivia,"$9,934","$9,934",100%,-,-
700,Streetwise,"$9,904","$9,904",100%,-,-
701,The Spanish Prisoner 2019 Re-release,"$9,589","$9,589",100%,-,-
702,Fritz Lang's Indian Epic 2019 re-release,"$9,345","$9,345",100%,-,-
703,A Dark Place,"$9,212",-,-,"$9,212",100%
704,Cracked Up,"$9,197","$9,197",100%,-,-
705,The Hottest August,"$9,163","$9,163",100%,-,-
706,Frantz Fanon: Black Skin White Mask,"$9,025","$9,025",100%,-,-
707,The Meanest Man in Texas,"$8,850","$8,850",100%,-,-
708,That Part Feeling - the Universe of Arvo Part,"$8,812","$8,812",100%,-,-
709,Dosed,"$8,643",-,-,"$8,643",100%
710,The Dead Center,"$8,320","$8,320",100%,-,-
711,The Etruscan Smile 2019 release,"$8,213","$8,213",100%,-,-
712,Angels Are Made Of Light,"$7,919","$7,919",100%,-,-
713,This Magnificent Cake!,"$7,888","$7,888",100%,-,-
714,Ghost Fleet,"$7,850","$7,850",100%,-,-
715,The Plagiarists,"$7,768","$7,768",100%,-,-
716,Gregory's Girl,"$7,710","$7,710",100%,-,-
717,I'll Take Your Dead,"$7,692","$7,692",100%,-,-
718,Beloved Beast,"$7,301","$7,301",100%,-,-
719,Going Attractions: The Definitive Story of the Movie Palace,"$6,763","$6,763",100%,-,-
720,Dying to Survive 2019 Re-release,"$6,752","$6,752",100%,-,-
721,Spiral Farm,"$6,517","$6,517",100%,-,-
722,Under the Eiffel Tower,"$6,291","$6,291",100%,-,-
723,To Be of Service,"$6,173","$6,173",100%,-,-
724,Relaxer,"$6,133","$6,133",100%,-,-
725,Blood Widow,"$6,047","$6,047",100%,-,-
726,Human Nature,"$5,834","$5,487",94.1%,$347,5.9%
727,Love Goes Public,"$5,700","$5,700",100%,-,-
728,Série noire,"$5,633","$5,633",100%,-,-
729,The Miracle of the Little Prince,"$5,553","$5,553",100%,-,-
730,Chokehold,"$5,200","$5,200",100%,-,-
731,The Gliksmans,"$5,166","$5,166",100%,-,-
732,100 Acres of Hell,"$5,152","$5,152",100%,-,-
733,Body at Brighton Rock,"$5,123","$5,123",100%,-,-
734,Chulas Fronteras,"$5,021","$5,021",100%,-,-
735,The Garden,"$5,006","$5,006",100%,-,-
736,Malek,"$4,898","$4,898",100%,-,-
737,Crepitus,"$4,846","$4,846",100%,-,-
738,Ballet Blanc,"$4,832","$4,832",100%,-,-
739,I'm Leaving Now,"$4,488","$4,488",100%,-,-
740,SGT. Will Gardner,"$4,405","$4,405",100%,-,-
741,Tito and the Birds,"$4,332","$4,332",100%,-,-
742,The Fate of Lee Khan,"$4,295","$4,295",100%,-,-
743,State Like Sleep,"$4,282","$4,282",100%,-,-
744,Chinese Portrait,"$4,140","$4,140",100%,-,-
745,La Flor,"$4,032","$4,032",100%,-,-
746,Mother of a Day,"$3,919","$3,919",100%,-,-
747,Crown Vic,"$3,868","$3,868",100%,-,-
748,Wallflower,"$3,801","$3,801",100%,-,-
749,The Wandering Soap Opera,"$3,624","$3,624",100%,-,-
750,Rottentail,"$3,383","$3,383",100%,-,-
751,Chasing Portraits,"$3,076","$3,076",100%,-,-
752,Back to the Fatherland,"$2,697","$2,697",100%,-,-
753,Division 19,"$2,680","$1,699",63.4%,$981,36.6%
754,Joan the Maid 1: The Battles,"$2,562","$2,562",100%,-,-
755,TINY: The Life of Erin Blackwell,"$2,465","$2,465",100%,-,-
756,I Lost Albert 2019 Re-release,"$2,354","$2,354",100%,-,-
757,A German Youth,"$2,343","$2,343",100%,-,-
758,Serendipity,"$2,298","$2,298",100%,-,-
759,Jihadists,"$2,104","$2,104",100%,-,-
760,Jimi Hendrix Electric Church,"$1,818",-,-,"$1,818",100%
761,Game Day,"$1,624","$1,624",100%,-,-
762,American Playhouse: The Killing Floor,"$1,583","$1,583",100%,-,-
763,The Hours and Times,"$1,273","$1,273",100%,-,-
764,The Wolf Hour,"$1,255",-,-,"$1,255",100%
765,A Fish in the Bathtub 2019 re-release,"$1,237","$1,237",100%,-,-
766,The Untold Story,$790,$790,100%,-,-
767,The Portal,$685,-,-,$685,100%
